"","BPS_ID","EVT_ID","freq","acres","BPS_NAME","bps_acres","EVT_NAME","evt_acres"
"1107",1603,7310,3114,693,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"1108",1603,7311,456,101,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"1109",1603,7314,3080,685,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior Maple-Basswood Forest",494386
"1110",1603,7395,2,0,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Oak Barrens Woodland",22708
"1111",1603,7412,3,1,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior Sand and Gravel Tallgrass Prairie",2099
"1112",1603,7421,122,27,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Central Tallgrass Prairie",15072
"1113",1603,7488,37,8,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Great Plains Wet Meadow-Prairie-Marsh",4935
"1114",1603,7905,657,146,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Urban Deciduous Forest",53799
"1115",1603,7906,101,22,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Urban Evergreen Forest",6185
"1116",1603,7907,326,73,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Urban Mixed Forest",15096
"1117",1603,7908,806,179,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Urban Herbaceous",120394
"1118",1603,7909,366,81,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Urban Shrubland",57812
"1119",1603,7925,328,73,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Developed Deciduous Forest",22425
"1120",1603,7926,3,1,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Developed Evergreen Forest",1132
"1121",1603,7927,125,28,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Developed Mixed Forest",9472
"1122",1603,7928,3,1,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Developed Shrubland",1679
"1123",1603,7929,148,33,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Developed Herbaceous",48885
"1124",1603,7970,2,0,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Orchard",2037
"1125",1603,7973,339,75,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Row Crop - Close Grown Crop",108714
"1126",1603,7974,11435,2543,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Row Crop",6198921
"1127",1603,7975,1495,332,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"1128",1603,7976,329,73,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Fallow/Idle Cropland",361253
"1129",1603,7977,8373,1862,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"1130",1603,7978,11,2,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Eastern Cool Temperate Wheat",22853
"1131",1603,9177,11,2,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",23313
"1132",1603,9178,6,1,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior and Appalachian Rich Swamp",61048
"1133",1603,9179,224,50,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior Floodplain Forest",277980
"1134",1603,9180,29,6,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior Freshwater Marsh",48451
"1135",1603,9183,1,0,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior Shrub Swamp",7263
"1136",1603,9314,46,10,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Northern & Central Native Ruderal Flooded & Swamp Forest",35002
"1137",1603,9315,966,215,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Northern & Central Native Ruderal Forest",273375
"1138",1603,9317,11,2,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Northern & Central Ruderal Shrubland",18466
"1139",1603,9318,19,4,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Northern & Central Ruderal Wet Meadow & Marsh",28764
"1140",1603,9679,1,0,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior Floodplain Shrubland",6004
"1141",1603,9683,10,2,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  North-Central Interior Wet Meadow",28377
"1142",1603,9817,458,102,"BPS  North-Central Interior Sand and Gravel Tallgrass Prairie",8984,"EVT  Northern & Central Ruderal Meadow",373281
"1143",1604,7295,14,3,"BPS  Northern Tallgrass Prairie",41848,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",4537
"1144",1604,7296,2795,622,"BPS  Northern Tallgrass Prairie",41848,"EVT  Developed-Low Intensity",156959
"1145",1604,7297,1731,385,"BPS  Northern Tallgrass Prairie",41848,"EVT  Developed-Medium Intensity",84822
"1146",1604,7298,963,214,"BPS  Northern Tallgrass Prairie",41848,"EVT  Developed-High Intensity",30918
"1147",1604,7299,11114,2472,"BPS  Northern Tallgrass Prairie",41848,"EVT  Developed-Roads",728924
"1148",1604,7310,6066,1349,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"1149",1604,7311,587,131,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"1150",1604,7314,5594,1244,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Interior Maple-Basswood Forest",494386
"1151",1604,7395,1,0,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Oak Barrens Woodland",22708
"1152",1604,7421,277,62,"BPS  Northern Tallgrass Prairie",41848,"EVT  Central Tallgrass Prairie",15072
"1153",1604,7488,78,17,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Great Plains Wet Meadow-Prairie-Marsh",4935
"1154",1604,7905,959,213,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Urban Deciduous Forest",53799
"1155",1604,7906,246,55,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Urban Evergreen Forest",6185
"1156",1604,7907,599,133,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Urban Mixed Forest",15096
"1157",1604,7908,2449,545,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Urban Herbaceous",120394
"1158",1604,7909,995,221,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Urban Shrubland",57812
"1159",1604,7925,350,78,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Developed Deciduous Forest",22425
"1160",1604,7927,345,77,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Developed Mixed Forest",9472
"1161",1604,7928,14,3,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Developed Shrubland",1679
"1162",1604,7929,574,128,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Developed Herbaceous",48885
"1163",1604,7970,3,1,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Orchard",2037
"1164",1604,7973,1606,357,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Row Crop - Close Grown Crop",108714
"1165",1604,7974,110861,24655,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Row Crop",6198921
"1166",1604,7975,9688,2155,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"1167",1604,7976,2128,473,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Fallow/Idle Cropland",361253
"1168",1604,7977,22938,5101,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"1169",1604,7978,113,25,"BPS  Northern Tallgrass Prairie",41848,"EVT  Eastern Cool Temperate Wheat",22853
"1170",1604,9177,1,0,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",23313
"1171",1604,9178,2,0,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Interior and Appalachian Rich Swamp",61048
"1172",1604,9179,318,71,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Interior Floodplain Forest",277980
"1173",1604,9180,32,7,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Interior Freshwater Marsh",48451
"1174",1604,9314,99,22,"BPS  Northern Tallgrass Prairie",41848,"EVT  Northern & Central Native Ruderal Flooded & Swamp Forest",35002
"1175",1604,9315,2746,611,"BPS  Northern Tallgrass Prairie",41848,"EVT  Northern & Central Native Ruderal Forest",273375
"1176",1604,9317,23,5,"BPS  Northern Tallgrass Prairie",41848,"EVT  Northern & Central Ruderal Shrubland",18466
"1177",1604,9318,93,21,"BPS  Northern Tallgrass Prairie",41848,"EVT  Northern & Central Ruderal Wet Meadow & Marsh",28764
"1178",1604,9679,1,0,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Interior Floodplain Shrubland",6004
"1179",1604,9683,3,1,"BPS  Northern Tallgrass Prairie",41848,"EVT  North-Central Interior Wet Meadow",28377
"1180",1604,9817,1766,393,"BPS  Northern Tallgrass Prairie",41848,"EVT  Northern & Central Ruderal Meadow",373281
"1181",1606,7296,95,21,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Developed-Low Intensity",156959
"1182",1606,7297,43,10,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Developed-Medium Intensity",84822
"1183",1606,7298,10,2,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Developed-High Intensity",30918
"1184",1606,7299,233,52,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Developed-Roads",728924
"1185",1606,7310,471,105,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"1186",1606,7311,325,72,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"1187",1606,7314,711,158,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior Maple-Basswood Forest",494386
"1188",1606,7395,3,1,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Oak Barrens Woodland",22708
"1189",1606,7412,5,1,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior Sand and Gravel Tallgrass Prairie",2099
"1190",1606,7421,62,14,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Central Tallgrass Prairie",15072
"1191",1606,7488,151,34,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Great Plains Wet Meadow-Prairie-Marsh",4935
"1192",1606,7905,103,23,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Urban Deciduous Forest",53799
"1193",1606,7906,9,2,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Urban Evergreen Forest",6185
"1194",1606,7907,19,4,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Urban Mixed Forest",15096
"1195",1606,7908,38,8,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Urban Herbaceous",120394
"1196",1606,7909,17,4,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Urban Shrubland",57812
"1197",1606,7925,32,7,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Developed Deciduous Forest",22425
"1198",1606,7927,31,7,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Developed Mixed Forest",9472
"1199",1606,7929,20,4,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Developed Herbaceous",48885
"1200",1606,7973,13,3,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Row Crop - Close Grown Crop",108714
"1201",1606,7974,884,197,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Row Crop",6198921
"1202",1606,7975,116,26,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"1203",1606,7976,147,33,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Fallow/Idle Cropland",361253
"1204",1606,7977,1425,317,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"1205",1606,7978,1,0,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Eastern Cool Temperate Wheat",22853
"1206",1606,9177,57,13,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",23313
"1207",1606,9178,33,7,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior and Appalachian Rich Swamp",61048
"1208",1606,9179,1092,243,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior Floodplain Forest",277980
"1209",1606,9180,139,31,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior Freshwater Marsh",48451
"1210",1606,9183,3,1,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior Shrub Swamp",7263
"1211",1606,9314,104,23,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Northern & Central Native Ruderal Flooded & Swamp Forest",35002
"1212",1606,9315,255,57,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Northern & Central Native Ruderal Forest",273375
"1213",1606,9317,11,2,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Northern & Central Ruderal Shrubland",18466
"1214",1606,9318,28,6,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Northern & Central Ruderal Wet Meadow & Marsh",28764
"1215",1606,9683,12,3,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  North-Central Interior Wet Meadow",28377
"1216",1606,9817,202,45,"BPS  Central Interior and Appalachian Floodplain Systems",1535,"EVT  Northern & Central Ruderal Meadow",373281
"1217",1608,7299,1,0,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Developed-Roads",728924
"1218",1608,7310,8,2,"BPS  Boreal Acidic Peatland Systems",17,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"1219",1608,7314,6,1,"BPS  Boreal Acidic Peatland Systems",17,"EVT  North-Central Interior Maple-Basswood Forest",494386
"1220",1608,7421,1,0,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Central Tallgrass Prairie",15072
"1221",1608,7488,1,0,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Eastern Great Plains Wet Meadow-Prairie-Marsh",4935
"1222",1608,7905,1,0,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Eastern Cool Temperate Urban Deciduous Forest",53799
"1223",1608,7974,16,4,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Eastern Cool Temperate Row Crop",6198921
"1224",1608,7975,4,1,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"1225",1608,7976,13,3,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Eastern Cool Temperate Fallow/Idle Cropland",361253
"1226",1608,7977,14,3,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"1227",1608,9177,1,0,"BPS  Boreal Acidic Peatland Systems",17,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",23313
"1228",1608,9179,6,1,"BPS  Boreal Acidic Peatland Systems",17,"EVT  North-Central Interior Floodplain Forest",277980
"1229",1608,9180,1,0,"BPS  Boreal Acidic Peatland Systems",17,"EVT  North-Central Interior Freshwater Marsh",48451
"1230",1608,9315,1,0,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Northern & Central Native Ruderal Forest",273375
"1231",1608,9817,2,0,"BPS  Boreal Acidic Peatland Systems",17,"EVT  Northern & Central Ruderal Meadow",373281
"1232",1609,7295,3,1,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",4537
"1233",1609,7296,36,8,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Developed-Low Intensity",156959
"1234",1609,7297,19,4,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Developed-Medium Intensity",84822
"1235",1609,7298,10,2,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Developed-High Intensity",30918
"1236",1609,7299,64,14,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Developed-Roads",728924
"1237",1609,7310,264,59,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"1238",1609,7311,140,31,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"1239",1609,7314,361,80,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior Maple-Basswood Forest",494386
"1240",1609,7395,1,0,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Oak Barrens Woodland",22708
"1241",1609,7412,4,1,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior Sand and Gravel Tallgrass Prairie",2099
"1242",1609,7421,24,5,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Central Tallgrass Prairie",15072
"1243",1609,7488,47,10,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Great Plains Wet Meadow-Prairie-Marsh",4935
"1244",1609,7905,53,12,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Urban Deciduous Forest",53799
"1245",1609,7906,4,1,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Urban Evergreen Forest",6185
"1246",1609,7907,20,4,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Urban Mixed Forest",15096
"1247",1609,7908,20,4,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Urban Herbaceous",120394
"1248",1609,7909,10,2,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Urban Shrubland",57812
"1249",1609,7925,13,3,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Developed Deciduous Forest",22425
"1250",1609,7927,17,4,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Developed Mixed Forest",9472
"1251",1609,7928,2,0,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Developed Shrubland",1679
"1252",1609,7929,3,1,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Developed Herbaceous",48885
"1253",1609,7970,1,0,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Orchard",2037
"1254",1609,7973,21,5,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Row Crop - Close Grown Crop",108714
"1255",1609,7974,491,109,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Row Crop",6198921
"1256",1609,7975,112,25,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"1257",1609,7976,55,12,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Fallow/Idle Cropland",361253
"1258",1609,7977,469,104,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"1259",1609,9112,1,0,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Laurentian Jack Pine-Red Pine Forest",1733
"1260",1609,9177,39,9,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",23313
"1261",1609,9178,21,5,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior and Appalachian Rich Swamp",61048
"1262",1609,9179,701,156,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior Floodplain Forest",277980
"1263",1609,9180,99,22,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior Freshwater Marsh",48451
"1264",1609,9183,19,4,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior Shrub Swamp",7263
"1265",1609,9314,47,10,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Northern & Central Native Ruderal Flooded & Swamp Forest",35002
"1266",1609,9315,144,32,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Northern & Central Native Ruderal Forest",273375
"1267",1609,9317,8,2,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Northern & Central Ruderal Shrubland",18466
"1268",1609,9318,6,1,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Northern & Central Ruderal Wet Meadow & Marsh",28764
"1269",1609,9679,2,0,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior Floodplain Shrubland",6004
"1270",1609,9683,12,3,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  North-Central Interior Wet Meadow",28377
"1271",1609,9817,114,25,"BPS  Central Interior and Appalachian Swamp Systems",773,"EVT  Northern & Central Ruderal Meadow",373281
"1272",1610,7976,1,0,"BPS  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",2,"EVT  Eastern Cool Temperate Fallow/Idle Cropland",361253
"1273",1610,9177,1,0,"BPS  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",2,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",23313
"1274",1610,9179,4,1,"BPS  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",2,"EVT  North-Central Interior Floodplain Forest",277980
"1275",1610,9180,2,0,"BPS  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",2,"EVT  North-Central Interior Freshwater Marsh",48451
"1276",1610,9817,1,0,"BPS  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",2,"EVT  Northern & Central Ruderal Meadow",373281
"1277",1612,7295,3,1,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",4537
"1278",1612,7296,94,21,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Developed-Low Intensity",156959
"1279",1612,7297,65,14,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Developed-Medium Intensity",84822
"1280",1612,7298,13,3,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Developed-High Intensity",30918
"1281",1612,7299,147,33,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Developed-Roads",728924
"1282",1612,7310,282,63,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"1283",1612,7311,40,9,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"1284",1612,7314,496,110,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  North-Central Interior Maple-Basswood Forest",494386
"1285",1612,7412,2,0,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  North-Central Interior Sand and Gravel Tallgrass Prairie",2099
"1286",1612,7421,38,8,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Central Tallgrass Prairie",15072
"1287",1612,7488,190,42,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Great Plains Wet Meadow-Prairie-Marsh",4935
"1288",1612,7905,88,20,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Urban Deciduous Forest",53799
"1289",1612,7906,2,0,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Urban Evergreen Forest",6185
"1290",1612,7907,19,4,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Urban Mixed Forest",15096
"1291",1612,7908,46,10,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Urban Herbaceous",120394
"1292",1612,7909,12,3,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Urban Shrubland",57812
"1293",1612,7925,29,6,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Developed Deciduous Forest",22425
"1294",1612,7927,25,6,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Developed Mixed Forest",9472
"1295",1612,7929,10,2,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Developed Herbaceous",48885
"1296",1612,7970,2,0,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Orchard",2037
"1297",1612,7973,23,5,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Row Crop - Close Grown Crop",108714
"1298",1612,7974,1132,252,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Row Crop",6198921
"1299",1612,7975,149,33,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"1300",1612,7976,237,53,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Fallow/Idle Cropland",361253
"1301",1612,7977,2086,464,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"1302",1612,9112,2,0,"BPS  Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1732,"EVT  Laurentian Jack Pine-Red Pine Forest",1733
